106.927	281.943	1484.53	
106.878	281.891	1484.55	
106.876	281.925	1484.61	
106.907	281.922	1484.6	
106.928	281.934	1484.57	
106.923	281.914	1484.66	
106.9	281.937	1484.58	
106.888	281.852	1484.52	
106.878	281.963	1484.5	
106.943	281.963	1484.58	
106.905	281.947	1484.61	
106.946	281.919	1484.53	
106.934	281.917	1484.58	
106.897	281.978	1484.55	
106.943	281.949	1484.53	
106.928	281.888	1484.55	
106.939	282.009	1484.55	
106.913	282.072	1484.66	
106.896	281.954	1484.6	
106.933	281.932	1484.63	
106.89	281.916	1484.55	
106.961	281.932	1484.51	
106.901	281.922	1484.55	
106.942	281.952	1484.59	
106.931	281.781	1484.46	
106.91	281.915	1484.59	
106.945	281.944	1484.58	
106.9	281.933	1484.5	
106.928	281.956	1484.54	
106.889	281.922	1484.57	
106.941	281.933	1484.62	
106.915	281.837	1484.52	
106.88	281.82	1484.52	
106.931	281.937	1484.52	
106.952	281.937	1484.54	
106.91	281.973	1484.48	
106.927	281.941	1484.58	
106.916	281.953	1484.53	
106.915	281.927	1484.57	
106.908	281.953	1484.51	
106.916	281.905	1484.48	
106.906	281.956	1484.54	
106.895	281.995	1484.46	
106.952	281.946	1484.56	
106.924	281.941	1484.47	
106.95	281.936	1484.5	
106.936	281.938	1484.52	
106.957	281.967	1484.46	
106.952	281.859	1484.36	
106.963	281.95	1484.49	
106.719	281.782	1484.89	
106.941	281.958	1484.43	
106.944	281.955	1484.42	
106.947	281.953	1484.54	
106.94	281.952	1484.49	
106.884	281.925	1484.49	
106.918	281.902	1484.48	
106.908	281.945	1484.41	
106.958	281.961	1484.44	
106.918	281.952	1484.38	
82.1472	281.611	1480.94	
82.1672	281.627	1480.96	
82.1817	281.596	1481.01	
82.2357	281.626	1480.92	
82.1832	281.595	1481.01	
82.1507	281.636	1480.86	
82.1685	281.611	1480.94	
82.1531	281.64	1480.91	
82.1641	281.61	1480.96	
82.1515	281.579	1480.88	
82.2017	281.442	1480.89	
82.1917	281.535	1480.95	
82.154	281.726	1480.99	
82.1555	281.624	1480.93	
82.1608	281.614	1480.93	
82.125	281.626	1480.88	
82.1635	281.631	1480.95	
82.1407	281.594	1480.99	
82.1641	281.634	1480.97	
82.1914	281.644	1480.92	
82.1561	281.635	1480.86	
82.1823	281.645	1480.88	
82.1667	281.627	1480.91	
82.145	281.682	1480.99	
82.1462	281.575	1480.9	
82.126	281.558	1480.95	
82.1434	281.62	1480.92	
82.2417	281.661	1480.87	
82.1701	281.614	1480.9	
82.2326	281.646	1480.89	
82.146	281.629	1480.99	
82.2101	281.608	1480.87	
82.2391	281.65	1480.85	
82.2077	281.623	1480.9	
82.143	281.656	1480.96	
82.2272	281.649	1480.87	
82.2498	281.632	1480.78	
82.2107	281.604	1480.85	
82.1099	281.624	1480.91	
82.1319	281.63	1480.9	
82.1708	281.635	1480.85	
82.1589	281.618	1480.9	
82.1928	281.624	1480.84	
82.1513	281.61	1480.86	
82.1806	281.611	1480.93	
82.1784	281.659	1480.81	
82.1655	281.615	1480.89	
82.1634	281.613	1481	
82.1823	281.605	1480.95	
82.1337	281.608	1480.91	
82.1682	281.65	1480.8	
82.1392	281.626	1480.96	
82.1476	281.634	1480.9	
82.1654	281.618	1480.93	
82.1955	281.616	1480.94	
82.262	281.657	1480.87	
82.1482	281.659	1480.93	
82.2292	281.644	1480.84	
82.2097	281.632	1480.8	
82.1987	281.633	1480.86	
57.3866	281.184	1477.51	
57.4035	281.16	1477.47	
57.4279	281.15	1477.53	
57.3718	281.15	1477.56	
57.3812	281.201	1477.45	
57.3894	281.154	1477.55	
57.3659	281.183	1477.51	
57.3922	281.209	1477.5	
57.3874	281.222	1477.55	
57.3729	281.173	1477.51	
57.4088	281.167	1477.5	
57.3955	281.17	1477.5	
57.4015	281.174	1477.46	
57.3819	281.176	1477.49	
57.3361	281.183	1477.45	
57.3898	281.173	1477.5	
57.3719	281.158	1477.42	
57.383	281.158	1477.53	
57.3869	281.155	1477.48	
57.4055	281.195	1477.43	
57.3875	281.17	1477.52	
57.3964	281.173	1477.47	
57.3939	281.16	1477.48	
57.3775	281.151	1477.51	
57.4118	281.171	1477.45	
57.4041	281.138	1477.42	
57.3718	281.161	1477.53	
57.4259	281.272	1477.45	
57.3611	281.274	1477.55	
57.4086	281.23	1477.5	
57.3697	281.161	1477.56	
57.3852	281.183	1477.47	
57.3855	281.157	1477.44	
57.3649	281.158	1477.46	
57.3994	281.162	1477.51	
57.3851	281.129	1477.42	
57.3824	281.084	1477.38	
57.3963	281.102	1477.43	
57.3666	281.329	1477.57	
57.3873	281.163	1477.46	
57.3769	281.163	1477.5	
57.3567	281.196	1477.49	
57.373	281.176	1477.48	
57.3889	281.179	1477.47	
57.388	281.177	1477.5	
57.3716	281.197	1477.41	
57.3411	281.142	1477.47	
57.3648	281.143	1477.43	
57.3706	281.171	1477.51	
57.3902	281.205	1477.41	
