7.49202	237.554	1489.87	
7.44108	237.59	1489.72	
7.43052	237.587	1489.69	
7.4563	237.574	1489.82	
7.43989	237.572	1489.76	
7.41334	237.582	1489.71	
7.46583	237.574	1489.79	
7.45685	237.578	1489.7	
7.49245	237.601	1489.55	
7.50948	237.569	1489.75	
7.4637	237.585	1489.74	
7.44139	237.573	1489.77	
7.56624	237.574	1489.78	
7.50292	237.566	1489.84	
7.42077	237.591	1489.66	
7.41006	237.596	1489.62	
7.42735	237.571	1489.8	
7.46153	237.559	1489.85	
7.50035	237.575	1489.79	
7.46312	237.577	1489.77	
7.49535	237.584	1489.7	
7.38767	237.556	1489.92	
7.44274	237.586	1489.72	
7.45458	237.573	1489.79	
7.43088	237.594	1489.65	
7.49527	237.569	1489.78	
7.45181	237.593	1489.66	
7.43523	237.582	1489.69	
7.43191	237.596	1489.68	
7.43732	237.577	1489.75	
7.42783	237.587	1489.75	
7.43136	237.608	1489.55	
7.47473	237.564	1489.9	
7.4597	237.588	1489.74	
7.49459	237.576	1489.75	
7.45561	237.576	1489.78	
7.47691	237.579	1489.75	
7.47259	237.589	1489.69	
7.49468	237.583	1489.71	
7.48636	237.574	1489.76	
7.44292	237.572	1489.82	
7.43354	237.574	1489.82	
7.46658	237.591	1489.69	
7.43835	237.576	1489.76	
7.4939	237.566	1489.8	
7.47726	237.578	1489.71	
7.43911	237.571	1489.74	
7.46808	237.583	1489.68	
7.48798	237.562	1489.82	
7.42683	237.59	1489.66	
7.44771	237.595	1489.62	
7.47568	237.584	1489.7	
7.46576	237.573	1489.77	
7.52619	237.596	1489.63	
7.43409	237.562	1489.83	
7.43055	237.593	1489.65	
7.45809	237.581	1489.72	
7.52046	237.586	1489.68	
7.46284	237.575	1489.75	
7.44956	237.581	1489.73	
7.50126	237.586	1489.67	
7.44812	237.573	1489.76	
7.45163	237.582	1489.74	
7.46131	237.592	1489.72	
7.51227	237.571	1489.77	
7.49162	237.595	1489.61	
7.45592	237.586	1489.71	
7.49477	237.58	1489.71	
7.48916	237.6	1489.63	
7.4598	237.598	1489.68	
7.45257	237.59	1489.66	
7.41753	237.581	1489.73	
7.42094	237.591	1489.7	
7.44828	237.566	1489.79	
7.4584	237.578	1489.76	
7.45476	237.583	1489.71	
7.46099	237.56	1489.86	
7.40782	237.582	1489.68	
7.46552	237.595	1489.7	
7.47261	237.585	1489.67	
7.48127	237.596	1489.63	
7.4591	237.569	1489.75	
7.4415	237.582	1489.75	
7.43003	237.584	1489.7	
7.47479	237.591	1489.65	
7.49031	237.565	1489.87	
7.42476	237.592	1489.69	
7.28662	238.033	1486.83	
7.49975	237.568	1489.8	
7.49576	237.578	1489.72	
7.45665	237.574	1489.76	
7.45447	237.587	1489.63	
7.46859	237.58	1489.71	
7.41103	237.595	1489.64	
7.44208	237.579	1489.73	
7.40545	237.568	1489.85	
7.47598	237.579	1489.72	
7.44525	237.583	1489.7	
7.46877	237.579	1489.73	
7.43628	237.584	1489.7	
7.42182	237.573	1489.75	
7.53533	237.577	1489.75	
7.45438	237.565	1489.82	
7.41006	237.599	1489.64	
7.51685	237.581	1489.72	
7.49517	237.59	1489.7	
7.43552	237.569	1489.81	
7.46474	237.562	1489.83	
7.39556	237.581	1489.75	
7.4481	237.588	1489.71	
7.49201	237.59	1489.67	
7.47879	237.572	1489.79	
7.45004	237.586	1489.71	
7.47337	237.557	1489.86	
7.46416	237.579	1489.76	
7.44549	237.596	1489.63	
7.46384	237.565	1489.79	
7.48774	237.571	1489.76	
7.41927	237.572	1489.79	
7.41994	237.575	1489.78	
107.374	237.124	1486.92	
107.392	237.106	1486.98	
107.377	237.087	1487.2	
107.399	237.087	1487.17	
107.358	237.113	1486.99	
107.335	237.111	1487	
107.41	237.101	1487.05	
107.402	237.105	1487.08	
107.36	237.084	1487.16	
107.436	237.105	1487.12	
107.378	237.105	1486.99	
107.38	237.123	1486.94	
107.366	237.099	1487.05	
107.385	237.12	1486.92	
107.413	237.083	1487.18	
107.43	237.113	1486.95	
107.395	237.102	1487.07	
107.36	237.097	1487	
107.394	237.084	1487.23	
107.412	237.102	1487.05	
107.432	237.121	1486.96	
107.373	237.106	1487	
107.403	237.088	1487.15	
107.414	237.09	1487.16	
107.357	237.111	1486.98	
107.405	237.097	1487.07	
107.418	237.084	1487.16	
107.425	237.1	1487.06	
107.414	237.091	1487.09	
107.416	237.107	1487.01	
107.4	237.097	1487.07	
107.355	237.111	1487.02	
107.402	237.101	1487.01	
107.364	237.106	1487.01	
107.4	237.111	1486.98	
107.413	237.095	1487.15	
107.386	237.102	1487.03	
107.395	237.104	1487.01	
107.422	237.105	1487.02	
107.362	237.107	1487.01	
107.385	237.094	1487.09	
107.405	237.098	1487.07	
107.408	237.074	1487.22	
107.401	237.105	1486.99	
107.412	237.096	1487.09	
107.349	237.119	1486.91	
107.391	237.105	1487.03	
107.406	237.092	1487.13	
107.378	237.115	1486.98	
107.408	237.102	1487.03	
107.412	237.101	1487.08	
107.406	237.104	1487.04	
107.439	237.093	1487.12	
107.41	237.091	1487.15	
107.347	237.086	1487.16	
107.381	237.106	1487.08	
107.405	237.102	1487.1	
107.385	237.111	1487.04	
107.37	237.12	1486.96	
107.407	237.118	1487.02	
107.4	237.099	1487.07	
107.36	237.1	1487.05	
107.437	237.09	1487.15	
107.417	237.098	1487.08	
107.388	237.102	1487.03	
107.409	237.097	1487.05	
107.373	237.103	1487.06	
